ID	BA_LONG_NAME	BA_TYPE	AREA_ID	AREA_TYPE	FIELD_NAME	WELL_NAME	UWI	TITLE	CREATOR_NAME	CREATE_DATE	MEDIA_TYPE	DOCUMENT_TYPE	ITEM_CATEGORY	ITEM_SUB_CATEGORY	PAGE_COUNT	REMARK	DATA_STORE_NAME	DATA_STORE_TYPE	SOURCE	QC_STATUS	CHECKED_BY_BA_ID
2867	PT Oil	BADAN USAHA	1637	WILAYAH KERJA	Jambi-Merang	BN-8	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	88.00000	-	-	RACK	-	TERVERIFIKASI	3282
2868	Example Co.	BENTUK USAHA TETAP	4985	WILAYAH KERJA	Jambi-Merang	BN-4	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	26.00000	-	-	BOX	-	TERVERIFIKASI	4033
2869	PT Fake	BADAN USAHA	3245	WILAYAH KERJA	Arun	BN-3	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	38.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	7464
2870	PT Example	BENTUK USAHA TETAP	1571	WILAYAH KERJA	Minas	BN-6	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	LAPORAN AKHIR	ABANDONED AND PLUG	60.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7897
2871	PT Gas	BENTUK USAHA TETAP	1175	WILAYAH KERJA	Rokan	BN-6	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	KERJA ULANG	REPARASI SUMUR	55.00000	-	-	SHELF	-	TERVERIFIKASI	3892
2872	PT Gas	BADAN USAHA	3284	WILAYAH KERJA	Cepu	BN-4	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN AKHIR	ABANDONED AND PLUG	82.00000	-	-	RACK	-	TERVERIFIKASI	4888
2873	PT Example	UNIVERSITAS	3189	WILAYAH KERJA	Duri	BN-1	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ANALISA FORMASI	ANALISA PETROFISIKA	97.00000	-	-	SHELF	-	TERVERIFIKASI	2372
2874	PT Example	BADAN USAHA	2265	WILAYAH KERJA	Cepu	BN-1	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	30.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3857
2875	PT Fake	BENTUK USAHA TETAP	4733	WILAYAH KERJA	Minas	BN-1	-	Production Optimization Strategies	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGUJIAN SUMUR	ANALISA PVT	38.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	7076
2876	PT Gas	UNIVERSITAS	1784	WILAYAH KERJA	Duri	BN-7	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	41.00000	-	-	SHELF	-	TERVERIFIKASI	8225
2877	PT Oil	UNIT PELAKSANA	3208	WILAYAH KERJA	Minas	BN-1	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	EKSPLORASI & AKUISISI	DATA EKSPLORASI	57.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2267
2878	PT Gas	UNIVERSITAS	2748	WILAYAH KERJA	Sampang	BN-8	-	Fluid Flow Analysis in Petroleum Systems	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	67.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3092
2879	PT Oil	UNIVERSITAS	2514	WILAYAH KERJA	Tuban	BN-4	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	LAPORAN LAINYA	LAPORAN LAINYA	58.00000	-	-	SHELF	-	TERVERIFIKASI	7120
2880	PT Oil	UNIVERSITAS	2912	WILAYAH KERJA	Duri	BN-6	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4385
2881	Example Co.	BENTUK USAHA TETAP	2986	WILAYAH KERJA	Mahakam	BN-2	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGEBORAN	LAPORAN BIAYA	35.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2758
2882	PT Gas	UNIVERSITAS	3953	WILAYAH KERJA	Minas	BN-4	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PRODUKSI	FASILITAS PRODUKSI	66.00000	-	-	BOX	-	TERVERIFIKASI	6666
2883	PT Gas	BENTUK USAHA TETAP	2857	WILAYAH KERJA	Duri	BN-4	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGEBORAN	LEAK OF TEST (LOT)	40.00000	-	-	SHELF	-	TERVERIFIKASI	3053
2884	PT Fake	UNIT PELAKSANA	2095	WILAYAH KERJA	Duri	BN-7	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	PENGUJIAN SUMUR	ANALISA FLUIDA	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	1003
2885	Example Co.	UNIT PELAKSANA	3033	WILAYAH KERJA	Minas	BN-2	-	Well Testing and Analysis	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PRODUKSI	LAPORAN PRODUKSI	74.00000	-	-	BOX	-	TERVERIFIKASI	4756
2886	PT Fake	UNIT PELAKSANA	1060	WILAYAH KERJA	Cepu	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PENGUJIAN SUMUR	LAPORAN/ANALISA RESERVOIR	31.00000	-	-	SHELF	-	TERVERIFIKASI	3969
2887	PT Gas	BENTUK USAHA TETAP	3542	WILAYAH KERJA	Arun	BN-5	-	Fluid Flow Analysis in Petroleum Systems	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	97.00000	-	-	ENVELOPE	-	TERVERIFIKASI	1281
2888	PT Oil	BENTUK USAHA TETAP	497	WILAYAH KERJA	Arun	BN-6	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	HSSE	HEALTH, SAFETY, ENVIRONMENT	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3144
2889	PT Fake	BADAN USAHA	4741	WILAYAH KERJA	Rokan	BN-6	-	Reservoir Management and Field Development Plans	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PRODUKSI	LAPORAN PRODUKSI	52.00000	-	-	RACK	-	TERVERIFIKASI	7795
2890	PT Oil	UNIT PELAKSANA	4856	WILAYAH KERJA	Duri	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	LAPORAN PENGEBORAN	49.00000	-	-	BOX	-	TERVERIFIKASI	8907
2891	PT Oil	BADAN USAHA	627	WILAYAH KERJA	Mahakam	BN-6	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	57.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	7619
2892	PT Example	UNIT PELAKSANA	2643	WILAYAH KERJA	Rokan	BN-8	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PENGEBORAN	DAILY OPERATIONAL REPORT	57.00000	-	-	ENVELOPE	-	TERVERIFIKASI	5541
2893	PT Gas	UNIT PELAKSANA	1209	WILAYAH KERJA	Minas	BN-1	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PRODUKSI	LAPORAN PRODUKSI	41.00000	-	-	SHELF	-	TERVERIFIKASI	2898
2894	PT Oil	UNIT PELAKSANA	677	WILAYAH KERJA	Jambi-Merang	BN-7	-	Enhanced Oil Recovery (EOR) Techniques	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	KERJA ULANG	REPARASI SUMUR	31.00000	-	-	BOX	-	TERVERIFIKASI	4349
2895	PT Gas	BENTUK USAHA TETAP	4427	WILAYAH KERJA	Rokan	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PRODUKSI	DESAIN PRODUKSI	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2263
2896	PT Example	BENTUK USAHA TETAP	4938	WILAYAH KERJA	Cepu	BN-4	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	KERJA ULANG	REPARASI SUMUR	90.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4340
2897	Example Co.	BENTUK USAHA TETAP	4206	WILAYAH KERJA	Cepu	BN-4	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PRODUKSI	UJI PRODUKSI	50.00000	-	-	ENVELOPE	-	TERVERIFIKASI	6946
2898	PT Oil	BENTUK USAHA TETAP	3286	WILAYAH KERJA	Cepu	BN-6	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	HSSE	OPERATIONAL INCIDENT REPORT	50.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	2957
2899	PT Oil	BADAN USAHA	2457	WILAYAH KERJA	Duri	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	KEUANGAN	PRODUKSI	FASILITAS PRODUKSI	47.00000	-	-	BOX	-	TERVERIFIKASI	3018
2900	Example Co.	BENTUK USAHA TETAP	1302	WILAYAH KERJA	Cepu	BN-8	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PRODUKSI	UJI PRODUKSI	88.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4374
2901	PT Gas	UNIT PELAKSANA	1321	WILAYAH KERJA	Mahakam	BN-6	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PENGUJIAN SUMUR	LAPORAN/ANALISA TEKANAN	83.00000	-	-	SHELF	-	TERVERIFIKASI	7049
2902	PT Fake	BENTUK USAHA TETAP	4330	WILAYAH KERJA	Arun	BN-7	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PRODUKSI	INJEKSI	62.00000	-	-	RACK	-	TERVERIFIKASI	5157
2903	Example Co.	UNIT PELAKSANA	3511	WILAYAH KERJA	Sampang	BN-6	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	35.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	1805
2904	PT Gas	UNIVERSITAS	3996	WILAYAH KERJA	Sampang	BN-2	-	Well Testing and Analysis	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	KERJA ULANG	WORK OVER & WELL SERVICE	54.00000	-	-	BOX	-	TERVERIFIKASI	1146
2905	PT Gas	BENTUK USAHA TETAP	974	WILAYAH KERJA	Tuban	BN-4	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	DAILY OPERATIONAL REPORT	69.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	6580
2906	PT Oil	BENTUK USAHA TETAP	1555	WILAYAH KERJA	Minas	BN-7	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PENGEBORAN	COMPLETION	62.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6031
2907	PT Gas	UNIVERSITAS	4290	WILAYAH KERJA	Duri	BN-7	-	Reservoir Characterization and Modeling	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	REPARASI SUMUR	99.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	5619
2908	PT Oil	BADAN USAHA	2593	WILAYAH KERJA	Cepu	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PENGUJIAN SUMUR	ANALISA FLUIDA	41.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7590
2909	PT Gas	UNIVERSITAS	3280	WILAYAH KERJA	Minas	BN-1	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	FILM	KEUANGAN	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6529
2910	PT Gas	BADAN USAHA	1348	WILAYAH KERJA	Duri	BN-2	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PENGEBORAN	CEMENTING	64.00000	-	-	BOX	-	TERVERIFIKASI	6509
2911	PT Example	UNIVERSITAS	2596	WILAYAH KERJA	Minas	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PRODUKSI	DESAIN PRODUKSI	54.00000	-	-	BOX	-	TERVERIFIKASI	7924
2912	PT Oil	BADAN USAHA	1981	WILAYAH KERJA	Rokan	BN-6	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	COMPLETION	93.00000	-	-	RACK	-	TERVERIFIKASI	7344
2913	PT Gas	BADAN USAHA	1445	WILAYAH KERJA	Attaka	BN-5	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	KERJA ULANG	REPARASI SUMUR	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3111
2914	PT Gas	BADAN USAHA	3737	WILAYAH KERJA	Duri	BN-5	-	Reservoir Characterization and Modeling	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	ANALISA FORMASI	ANALISA PETROFISIKA	25.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	5169
2915	Example Co.	BADAN USAHA	4061	WILAYAH KERJA	Sampang	BN-7	-	Well Testing and Analysis	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	75.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4799
2916	PT Gas	UNIT PELAKSANA	1646	WILAYAH KERJA	Mahakam	BN-3	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	ANALISA FORMASI	EVALUASI FORMASI	79.00000	-	-	RACK	-	TERVERIFIKASI	3191
2917	PT Example	UNIT PELAKSANA	1381	WILAYAH KERJA	Duri	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ANALISA FORMASI	MASTER LOG	44.00000	-	-	BOX	-	TERVERIFIKASI	1955
2918	Example Co.	UNIVERSITAS	4582	WILAYAH KERJA	Duri	BN-6	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	ANALISA FORMASI	ANALISA PETROFISIKA	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4917
2919	PT Fake	UNIVERSITAS	4250	WILAYAH KERJA	Duri	BN-5	-	Reservoir Characterization and Modeling	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	43.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	2418
2920	PT Gas	UNIVERSITAS	2490	WILAYAH KERJA	Cepu	BN-1	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	34.00000	-	-	BOX	-	TERVERIFIKASI	4807
2921	Example Co.	BADAN USAHA	2751	WILAYAH KERJA	Jambi-Merang	BN-1	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	78.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5925
2922	PT Example	BADAN USAHA	2756	WILAYAH KERJA	Attaka	BN-5	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGUJIAN SUMUR	LAPORAN/ANALISA RESERVOIR	69.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3790
2923	PT Oil	UNIVERSITAS	1428	WILAYAH KERJA	Jambi-Merang	BN-1	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	3742
2924	PT Gas	BADAN USAHA	1251	WILAYAH KERJA	Duri	BN-4	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PRODUKSI	UJI PRODUKSI	39.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	1152
2925	PT Oil	UNIT PELAKSANA	3157	WILAYAH KERJA	Jambi-Merang	BN-2	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	KERJA ULANG	REPARASI SUMUR	70.00000	-	-	SHELF	-	TERVERIFIKASI	3735
2926	PT Fake	BADAN USAHA	4756	WILAYAH KERJA	Cepu	BN-2	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	PRODUKSI	UJI PRODUKSI	54.00000	-	-	ENVELOPE	-	TERVERIFIKASI	9827
2927	PT Example	BADAN USAHA	1576	WILAYAH KERJA	Sampang	BN-5	-	Reservoir Characterization and Modeling	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	74.00000	-	-	RACK	-	TERVERIFIKASI	6009
2928	PT Oil	BADAN USAHA	1128	WILAYAH KERJA	Attaka	BN-4	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4323
2929	Example Co.	UNIT PELAKSANA	589	WILAYAH KERJA	Tuban	BN-6	-	Fluid Flow Analysis in Petroleum Systems	PT Gas	2024-03-08 00:00:00	FILM	KEUANGAN	PRODUKSI	INJEKSI	67.00000	-	-	SHELF	-	TERVERIFIKASI	8208
2930	PT Gas	BADAN USAHA	4123	WILAYAH KERJA	Minas	BN-2	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	EKSPLORASI & AKUISISI	DATA EKSPLORASI	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3351
2931	PT Oil	BADAN USAHA	3274	WILAYAH KERJA	Minas	BN-4	-	Production Optimization Strategies	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGUJIAN SUMUR	ANALISA PVT	31.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4513
2932	PT Gas	UNIVERSITAS	3460	WILAYAH KERJA	Jambi-Merang	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	69.00000	-	-	SHELF	-	TERVERIFIKASI	6843
2933	PT Oil	UNIVERSITAS	546	WILAYAH KERJA	Cepu	BN-8	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	ASPEK KEGEOLOGIAN	PALEONTOLOGI	35.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	1990
2934	PT Example	BENTUK USAHA TETAP	2225	WILAYAH KERJA	Minas	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PENGEBORAN	FORMATION INTEGRITY TEST (FIT)	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3441
2935	PT Fake	BENTUK USAHA TETAP	1565	WILAYAH KERJA	Cepu	BN-2	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	FILM	KEUANGAN	PENGEBORAN	LEAK OF TEST (LOT)	92.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	9027
2936	PT Oil	BADAN USAHA	4067	WILAYAH KERJA	Mahakam	BN-1	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	STIMULASI SUMUR	94.00000	-	-	RACK	-	TERVERIFIKASI	9655
2937	PT Oil	BENTUK USAHA TETAP	3346	WILAYAH KERJA	Cepu	BN-2	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PRODUKSI	DESAIN PRODUKSI	38.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4983
2938	PT Example	BADAN USAHA	2369	WILAYAH KERJA	Mahakam	BN-8	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	ANALISA FORMASI	MASTER LOG	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	5605
2939	PT Example	UNIT PELAKSANA	3790	WILAYAH KERJA	Rokan	BN-7	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	HSSE	OPERATIONAL INCIDENT REPORT	62.00000	-	-	RACK	-	TERVERIFIKASI	9069
2940	PT Fake	UNIVERSITAS	3858	WILAYAH KERJA	Jambi-Merang	BN-7	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	51.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	7624
